"productcategory","productname","productimageurl"
"[""Kadın"",""Pantolon""]","Slim Fit Pantolon","http://static.lcwaikiki.com/ProductImages/20181/2/3126958/M_20181-8S9774Z8-GVL_A.jpg"
"[""Bebek & Çocuk"",""Battaniye""]","Bebek Battaniye","https://akcdn3.lcwaikiki.com/ProductImages/20162/10/3179406/M_20162-8SB076Z1-F9C_A.jpg"
"[""Genç Erkek"",""Sweatshirt""]","Sweatshirt","https://akcdn1.lcwaikiki.com/ProductImages/20172/3/2912139/M_20172-7K7148Z8-KQU_A.jpg"
"[""Erkek Çocuk"",""Jean""]","Slim Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20172/4/3054303/V1/M_20172-7KK635Z4-329_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kapüşonlu Kısa Şişme Mont","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/2964527/M_20181-8S0604Z8-CVL_A.jpg"
"[""Kadın"",""Pantolon""]","Çizme Paça Kumaş Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3114723/M_20181-8S8352Z8-CVL_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","İnce Mont","https://akcdn3.lcwaikiki.com/ProductImages/20181/1/3034474/V1/M_20181-8S2875Z8-J2L_5.jpg"
"[""Kadın"",""Tunik""]","Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3042316/M_20172-7KK034Z8-CVL_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Eşofman Altı","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/3008039/V3/M_20181-8S1477Z4-HCZ_Z.jpg"
"[""Erkek"",""Jean""]","Standart Kalıp Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/2980723/V2/M_20181-8S0790Z8-507_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Alıştırma Külotu 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20171/5/2686199/M_20171-7Y8082Z1-JPW_A.jpg"
"[""Kadın"",""Elbise""]","Choker Yaka Mini Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2922615/V3/M_20172-7K8394Z8-CVL_5.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Bralet Sütyen","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3156554/M_20181-8SJ155Z8-FRA_A.jpg"
"[""Erkek"",""Jean""]","Slim Jean Pantolon","https://akstatic.lcwaikiki.com/ProductImages/20172/1/2936706/M_20172-7KG620Z8-309_A.jpg"
"[""Kız Çocuk"",""Gömlek, Bluz ve Tunik""]","Omzu Açık Çizgili Bluz","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3093597/M_20181-8S6295Z4-030_A.jpg"
"[""Kadın"",""Tunik""]","Kol Ucu Volanlı Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2889483/M_20172-7K6645Z8-373_A.jpg"
"[""Erkek"",""Gömlek""]","Uzun Kollu Kadife Gömlek","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2815740/M_20172-7K5018Z8-AVB_A.jpg"
"[""Erkek Bebek"",""İç Giyim ve Pijama""]","Erkek Bebek Pijama Takım","https://akstatic.lcwaikiki.com/ProductImages/20172/5/2937868/V1/M_20172-7KG898Z1-HLY_A.jpg"
"[""Kadın"",""Pantolon""]","Bilek Boy Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3068922/M_20181-8S5507Z8-CVL_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Trençkot","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3010117/V1/M_20181-8S1576Z8-CRP_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Eşofman Altı","https://akcdn3.lcwaikiki.com/ProductImages/20162/4/2527200/M_20162-6K1122Z4-HDT_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası İşleme Detaylı Bluz","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/2955014/M_20181-8S0427Z8-HFK_A.jpg"
"[""Kadın"",""Sweatshirt""]","Kapüşonlu Sweatshirt","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3174360/M_20181-8SA512Z8-E6R_A.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Cırtcırtlı Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3000481/M_20181-8S1182Z1-A1P_A.jpg"
"[""Kadın"",""Pantolon""]","Skinny Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2916554/M_20172-7K7847Z8-EBL_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Polo Yaka Desenli Tişört","https://akstatic.lcwaikiki.com/ProductImages/20171/1/2931435/M_20171-7YD352Z8-H6E_A.jpg"
"[""Kadın"",""Sweatshirt""]","Kapüşonlu Sweatshirt","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3100621/M_20181-8S6554Z8-373_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Choker Yaka Kazak","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2927172/M_20172-7K9080Z8-A1O_A.jpg"
"[""Erkek"",""Ceket ve Yelek""]","Kapüşonlu Yelek","https://akcdn2.lcwaikiki.com/ProductImages/20162/1/2558830/M_20162-6K4622Z8-53K_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","V Yaka Kazak","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/3026404/M_20172-7KJ677Z8-JHE_A.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Atlet","https://akcdn2.lcwaikiki.com/ProductImages/20171/4/2914816/M_20171-7YC129Z4-FFB_A.jpg"
"[""Kadın"",""Tunik""]","Kolları Şerit Detaylı Kapüşonlu Tunik","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3167404/M_20181-8SK765Z8-355_5.jpg"
"[""Genç Kız"",""Tişört, Body ve Atlet""]","Balıkçı Yaka Çizgili Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20172/3/3009242/M_20172-7KI746Z8-249_A.jpg"
"[""Bebek & Çocuk"",""Yastık Kılıfı""]","Bebek Yastık Kılıfı 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20162/10/2652267/M_20162-6KI143Z9-671_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Şal Yaka Kazak","https://akstatic.lcwaikiki.com/ProductImages/20172/2/2910049/M_20172-7K6975Z8-E3D_B.jpg"
"[""Erkek"",""Gömlek""]","Uzun Kollu Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20172/1/2755667/M_20172-7K2677Z8-CRP_A.jpg"
"[""Erkek Bebek"",""Ayakkabı ve Terlik""]","Erkek Bebek ilk Adım Ayakkabısı","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3055898/M_20181-8S4885Z1-CRP_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Mevsimlik Şık Trençkot","https://akstatic.lcwaikiki.com/ProductImages/20181/1/3024326/V2/M_20181-8S2187Z8-J0V_A.jpg"
"[""Kadın"",""Spor Giyim""]","Tayt","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3055765/M_20181-8S4858Z8-D5E_A.jpg"
"[""Kadın"",""Aksesuar""]","Bere","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3158247/M_20172-7KC086Z8-CX3_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Patikli Pijama Takımı","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/3054778/M_20172-7KK690Z1-HKL_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası İnci İşlemeli Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3107395/M_20181-8S7122Z8-E5X_A.jpg"
"[""Erkek"",""Gömlek""]","Ekose Uzun Kollu Gömlek","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/2815673/M_20172-7K5000Z8-714_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Kol Ucu Volanlı Tişört","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3191414/M_20181-8SC196Z8-CVL_B.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yaka Detaylı Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3203286/M_20181-8SC827Z8-J5T_A.jpg"
"[""Kadın"",""Elbise""]","Balıkçı Yaka Triko Elbise","https://akstatic.lcwaikiki.com/ProductImages/20172/2/3163519/M_20172-7KC228Z8-D5P_A.jpg"
"[""Yatak Odası"",""Nevresim""]","Çift Kişilik Çift Taraflı Nevresim Seti","https://akcdn3.lcwaikiki.com/ProductImages/20162/9/3014519/M_20162-7KJ168Z8-775_A.jpg"
"[""Kız Bebek"",""Gömlek, Bluz ve Tunik""]","Kız Bebek Baskılı Bluz","https://akcdn3.lcwaikiki.com/ProductImages/20181/5/3140059/M_20181-8SH381Z1-713_A.jpg"
"[""Genç Erkek"",""Kaban ve Mont""]","Kırmızı Mont","https://akstatic.lcwaikiki.com/ProductImages/20162/3/2559073/M_20162-6K4702Z6-JRG_A.jpg"
"[""Erkek"",""Pantolon""]","Slim Gabardin Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20162/1/2655375/M_20162-6KI256Z6-JLS_A.jpg"
"[""Kadın"",""Tunik""]","Krep Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3047028/M_20181-8S3419Z8-L4X_A.jpg"
"[""Erkek"",""Pantolon""]","Super Skinny Gabardin Pantolon","https://akstatic.lcwaikiki.com/ProductImages/20172/1/2932643/M_20172-7KG112Z8-HNG_A.jpg"
"[""Kadın"",""Tunik""]","Ekose Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3048592/M_20172-7KK290Z8-706_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kapüşonlu Hırka","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2908087/M_20172-7K6951Z8-D5E_A.jpg"
"[""Kız Çocuk"",""Etek""]","Pileli Etek","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3056536/M_20181-8S5005Z4-GAF_5.jpg"
"[""Kız Çocuk"",""Ayakkabı ve Terlik""]","Çiçek Detaylı Ayakkabı","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3054307/M_20181-8S4604Z4-671_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Pul İşlemeli Eşofman Altı","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/3101375/M_20181-8S6603Z4-FWH_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","İndigo Düz Bisiklet Yaka Kazak","https://akcdn1.lcwaikiki.com/ProductImages/20162/1/2519652/M_20162-6K0441Z8-66V_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Bodysuit","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3057520/V1/M_20172-7KK896Z8-E0N_5.jpg"
"[""Kız Bebek"",""Elbise""]","Mavi Çizgili Kolları Fırfır Detaylı Elbise","https://akcdn3.lcwaikiki.com/ProductImages/20171/5/2762291/M_20171-7YJ758Z1-030_A.jpg"
"[""Kadın"",""Jean""]","Paça Detaylı Super Skinny Bilek Boy Pantolon","https://akstatic.lcwaikiki.com/ProductImages/20172/2/2935298/M_20172-7KG416Z8-327_A.jpg"
"[""Kadın"",""Şort ve Capri""]","Kapri","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3121295/V1/M_20181-8S9070Z8-CVL_A.jpg"
"[""Erkek Bebek"",""Eşofman""]","Erkek Bebek Eşofman Altı 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/2698278/M_20172-7K0334Z1-NK3_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Battaniye İnce Müslin Battaniye","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3056711/M_20181-8S5043Z1-LU7_A.jpg"
"[""Erkek"",""Spor Giyim""]","Eşofman Altı","https://akstatic.lcwaikiki.com/ProductImages/20172/1/2750539/M_20172-7K1820Z8-355_A.jpg"
"[""Banyo"",""Havlu""]","El Havlusu","https://akcdn3.lcwaikiki.com/ProductImages/20162/7/3122252/M_20162-7KB397Z8-J5E_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası Fırfırlı Bluz","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3010652/M_20181-8S1634Z8-HCZ_A.jpg"
"[""Erkek"",""Sweatshirt""]","Fermuarlı Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/2910574/M_20172-7K7077Z8-J3L_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kalın Kaşe Kaban","https://akstatic.lcwaikiki.com/ProductImages/20172/2/2925539/V1/M_20172-7K8868Z8-E0N_5.jpg"
"[""Kadın"",""Elbise""]","Leopar Desenli Omuzları Fırfır Detaylı Elbise","https://akstatic.lcwaikiki.com/ProductImages/20172/2/3047420/V1/M_20172-7KK171Z8-760_5.jpg"
"[""Erkek Bebek"",""Sweatshirt""]","Erkek Bebek Sweatshirt","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/3188191/M_20172-7KC450Z1-355_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","İnce Şişme Mont","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2790680/M_20172-7K3625Z8-KRZ_5.jpg"
"[""Erkek Çocuk"",""İç Giyim ve Pijama""]","Pijama Takımı","https://akcdn3.lcwaikiki.com/ProductImages/20172/4/2815012/M_20172-7K4864Z4-FZN_A.jpg"
"[""Erkek Çocuk"",""Sweatshirt""]","Karanlıkta Parlayan Batman Sweatshirt","https://akcdn1.lcwaikiki.com/ProductImages/20162/4/2678344/M_20162-6KJ195Z4-CVL_A.jpg"
"[""Kız Bebek"",""Takım""]","Disney Baskılı Kız Bebek Tişört ve Tayt","http://static.lcwaikiki.com/ProductImages/20181/5/3100569/M_20181-8S6540Z1-KWT_A.jpg"
"[""Erkek Bebek"",""Tişört ve Atlet""]","Erkek Bebek Resim Baskılı Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20172/5/2924375/V2/M_20172-7K8626Z1-JQY_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Omuz Detaylı V Yaka Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3156578/M_20181-8SJ163Z8-FEX_Z.jpg"
"[""Kadın"",""Pantolon""]","İspanyol Paça Pantolon","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3026435/V2/M_20181-8S2477Z8-KF5_A.jpg"
"[""Bebek & Çocuk"",""Battaniye""]","Bebek Battaniye","https://akcdn3.lcwaikiki.com/ProductImages/20162/10/3138827/M_20162-8SH210Z1-671_A.jpg"
"[""Bebek & Çocuk"",""Aksesuar""]","Alt Açma","https://akcdn2.lcwaikiki.com/ProductImages/20162/10/3183702/M_20162-8SB489Z1-F9C_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Çiçek Nakışlı Süet Görünümlü Bot","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2814950/M_20172-7K4861Z8-HUC_A.jpg"
"[""Bebek & Çocuk"",""Bornoz""]","Şimşek Mcqueen Çocuk Bornoz","https://akcdn2.lcwaikiki.com/ProductImages/20162/10/3009141/M_20162-7KI722Z4-G0Z_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Düğme Detaylı Bisiklet Yaka Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3156172/M_20181-8SJ070Z8-K1X_A.jpg"
"[""Kadın"",""Spor Giyim""]","Spor Tayt","https://akstatic.lcwaikiki.com/ProductImages/20172/2/3010471/V4/M_20172-7KI863Z8-673_5.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Erkek Bebek Çift Taraflı Battaniye","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3050057/M_20181-8S4059Z1-GQG_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Bebek Mama Önlüğü 2'li","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3056888/M_20181-8S5066Z1-LFY_A.jpg"
"[""Kadın"",""Jean""]","Bilek Boy Super Skinny Jean Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2911958/M_20172-7K7108Z8-309_A.jpg"
"[""Kız Çocuk"",""İç Giyim ve Pijama""]","My Little Pony Atlet 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3134050/M_20181-8SG653Z4-E5X_A.jpg"
"[""Kadın"",""Pantolon""]","Beli Lastikli Kadife Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2915859/M_20172-7K7670Z8-JRQ_A.jpg"
"[""Erkek"",""Sweatshirt""]","Yazı Baskılı Bisiklet Yaka Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3110825/V1/M_20181-8S7612Z8-355_5.jpg"
"[""Kadın"",""Jean""]","Slim Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3049327/M_20181-8S3912Z8-H45_A.jpg"
"[""Kız Çocuk"",""Ayakkabı ve Terlik""]","Parlak Görünümlü Bağcıklı Spor Ayakkabı","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/2983638/M_20181-8S0832Z4-J5E_A.jpg"
"[""Kız Bebek"",""Yenidoğan""]","Yenidoğan Hediye Seti","https://akcdn2.lcwaikiki.com/ProductImages/20172/5/2852807/V2/M_20172-7K5527Z1-JPW_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Çiçek Desenli Kazak","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2754548/M_20172-7K2396Z8-D2X_A.jpg"
"[""Kadın"",""Tunik""]","Desenli Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3118838/M_20172-7KB264Z8-DD0_A.jpg"
"[""Kadın"",""Elbise""]","Uzun Düz Elbise","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3126592/M_20181-8S9712Z8-CVL_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Düğme Detaylı Bisiklet Yaka Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3156172/M_20181-8SJ070Z8-CVL_A.jpg"
"[""Kadın"",""Tunik""]","Kol Ucu İnci Detaylı Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3157889/V2/M_20181-8SJ374Z8-355_5.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Parlak Detaylı Cırtcırtlı Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3109455/M_20181-8S7421Z1-GPV_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Yakası Suni Kürk Detaylı Kaban","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2925765/M_20172-7K8922Z8-E0N_A1.jpg"
"[""Kadın"",""Aksesuar""]","Soket Çorap 3'lü","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3056343/M_20172-7KK802Z8-D2E_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kısa Trençkot","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/2931137/M_20181-8S0225Z8-FPZ_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Çiçek Detaylı Bisiklet Yaka Elbise","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3024883/M_20181-8S2264Z4-GXQ_A.jpg"
"[""Kız Çocuk"",""Pantolon""]","Dantel Detaylı Gabardin Salopet","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/2928575/V1/M_20181-8S0155Z4-FNA_5.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Mickey Gecelik","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3131109/M_20172-7KB666Z8-355_A.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Uzun Kollu Fanila","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3096185/V2/M_20181-8S6487Z8-KQ8_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Beyaz Kız Çocuk Dantel Elbise","https://akstatic.lcwaikiki.com/ProductImages/20171/4/2750761/M_20171-7YI523Z4-FFB_A.jpg"
"[""Kadın"",""Tunik""]","Kolları Fırfır Detaylı Triko Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3132938/M_20181-7KB713Z8-355_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Mont","https://akstatic.lcwaikiki.com/ProductImages/20162/1/2518334/M_20162-6K0372Z8-5L1_A.jpg"
"[""Kız Bebek"",""Elbise""]","Kız Bebek Jean Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3003428/M_20181-8S1280Z1-507_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","V Yaka Kazak","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2749966/M_20172-7K1708Z8-DGK_A.jpg"
"[""Erkek"",""Pantolon""]","Standart Kalıp Ekose Gabardin Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/3005167/M_20172-7KI546Z8-455_A.jpg"
"[""Genç Erkek"",""Spor Giyim""]","Eşofman Altı","https://akstatic.lcwaikiki.com/ProductImages/20172/3/2957503/M_20172-7KH450Z8-KMM_A.jpg"
"[""Kız Bebek"",""Sweatshirt""]","Kız Bebek Resim Baskılı Sweatshirt 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/2757372/V1/M_20172-7K2893Z1-GMY_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Destekli Sütyen","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2920183/M_20172-7K8173Z8-E0N_A.jpg"
"[""Kadın"",""Pantolon""]","Viskoz Palazzo Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3175010/M_20181-8SA554Z8-CRP_A.jpg"
"[""Kadın"",""Pantolon""]","Skinny Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2913540/M_20172-7K7399Z8-CVL_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kazak","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2758195/M_20172-7K2999Z8-HPN_A.jpg"
"[""Erkek Bebek"",""İç Giyim ve Pijama""]","Erkek Bebek Kadife Çoraplı Pijama Alt 2'li","https://akstatic.lcwaikiki.com/ProductImages/20172/5/3055724/M_20172-7KK762Z1-355_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","İnce V yaka Kazak","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3167232/M_20172-7KC286Z8-DCY_A.jpg"
"[""Erkek Çocuk"",""Kaban ve Mont""]","Deri Görünümlü Kalın Mont","https://akstatic.lcwaikiki.com/ProductImages/20172/4/2698079/M_20172-7K0295Z4-JJL_A.jpg"
"[""Erkek Bebek"",""Yenidoğan""]","Erkek Bebek Baskılı Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20172/5/2924482/M_20172-7K8657Z1-H9U_A.jpg"
"[""Erkek"",""Jean""]","Rahat Fit Jean Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20171/1/2650769/M_20171-7Y4670Z8-309_A.jpg"
"[""Erkek Çocuk"",""Hırka ve Kazak""]","İçi Polar Kapüşonlu Yelek","https://akcdn3.lcwaikiki.com/ProductImages/20172/4/2775590/M_20172-7K3492Z4-HZX_A.jpg"
"[""Kadın"",""Elbise""]","Balıkçı Yaka Triko Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2913127/M_20172-7K7317Z8-CVL_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Baskılı Pijama Takımı","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3043783/M_20181-8S3318Z1-676_A.jpg"
"[""Erkek"",""Gömlek""]","Uzun Kollu Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20172/1/2755659/M_20172-7K2673Z8-CTK_A.jpg"
"[""Erkek Çocuk"",""İç Giyim ve Pijama""]","Atlet 3'lü","https://akcdn3.lcwaikiki.com/ProductImages/20172/4/3087469/M_20172-7KA153Z4-LU7_A.jpg"
"[""Erkek"",""Gömlek""]","Uzun Kollu Gömlek","https://akstatic.lcwaikiki.com/ProductImages/20181/1/2983891/V1/M_20181-8S0897Z8-CTD_5.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kolları Bağlama Detaylı Kazak","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2924084/M_20172-7K8550Z8-373_A.jpg"
"[""Kadın"",""Spor Giyim""]","Eşofman Altı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3150799/M_20181-8SI382Z8-ECU_A.jpg"
"[""Erkek"",""Sweatshirt""]","V Yaka Sweatshirt","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2872251/M_20172-7K6201Z8-363_A.jpg"
"[""Erkek Çocuk"",""Sweatshirt""]","Kamuflaj Desenli Sweatshirt","https://akcdn3.lcwaikiki.com/ProductImages/20172/4/2918462/M_20172-7K7947Z4-708_A.jpg"
"[""Kadın"",""Tunik""]","Kol Ucu Volanlı Çizgili Viskon Tunik","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3183608/M_20181-8SB465Z8-030_A.jpg"
"[""Erkek Bebek"",""Ayakkabı ve Terlik""]","Erkek Bebek Cırtcırtlı İlk Adım Ayakkabısı","https://akcdn3.lcwaikiki.com/ProductImages/20181/5/3055892/M_20181-8S4882Z1-J5E_A.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Atlet 2'li","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/2949065/M_20172-7KH167Z8-CVL_A.jpg"
"[""Erkek Bebek"",""İç Giyim ve Pijama""]","Erkek Bebek Çıtçıtlı Body 2'li","https://akstatic.lcwaikiki.com/ProductImages/20172/5/3118725/V2/M_20172-7KB258Z1-JPX_A.jpg"
"[""Kız Çocuk"",""Etek""]","Dantel ve Fırfır Detaylı Etek","https://akstatic.lcwaikiki.com/ProductImages/20181/4/2925279/M_20181-8S0114Z4-311_A.jpg"
"[""Bebek & Çocuk"",""Bornoz""]","Çocuk Bornoz","https://akcdn1.lcwaikiki.com/ProductImages/20162/10/3009183/M_20162-7KI732Z4-671_A.jpg"
"[""Kadın"",""Tunik""]","Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2975639/M_20172-7KH876Z8-HLM_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2913155/M_20172-7K7322Z8-E1J_A.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Atlet 2'li","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/3053114/M_20181-8S4513Z8-E5X_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Uzun Kollu Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3025413/M_20181-8S2320Z8-H7Z_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","İnce Mont","https://akstatic.lcwaikiki.com/ProductImages/20181/2/2990013/M_20181-8S0972Z8-EYM_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Desenli Gömlek","https://akstatic.lcwaikiki.com/ProductImages/20172/2/2912994/M_20172-7K7302Z8-031_A.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Atlet 2'li","https://akcdn3.lcwaikiki.com/ProductImages/20172/1/2949065/M_20172-7KH167Z8-E5X_A.jpg"
